GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS571610556	2018-01-27 15:19:02.0	30416	species	Rusty Blackbird	Euphagus carolinus			132				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Waugh Park	L2063613	H	32.35617	-86.0475	2018-01-27	10:52:00	obsr35725	S42276380	Traveling	P22	EBIRD	41	0.483		1	1		1	1	0		Weather overcast with periods of very light rain; temp 60 F. Walked paved quarter mile trail loop within perimeter of park twice noting all birds detected. Large chorus of Pseudacris feriarum calling from shallow pool in adjacent forested wetland.	Large flock foraging on manicured lawn under oak in front of church. Flock mix about 60:40 female to male. Males actively singing. Carefully counted. Observed one female RWBL within flock. Photos.	
URN:CornellLabOfOrnithology:EBIRD:OBS563757142	2018-01-06 18:32:03.0	30416	species	Rusty Blackbird	Euphagus carolinus			4				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)	L6653584	P	32.3110495	-86.2963573	2018-01-02	08:54:00	obsr665305	S41604043	Traveling	P22	EBIRD	39	1.448		2	1	G2836769	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563756365	2018-01-03 22:53:29.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			4				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2018-01-02	06:59:00	obsr665305	S41603974	Traveling	P22	EBIRD	34	1.062		2	1	G2836752	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563070434	2018-01-03 22:53:29.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			4				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2018-01-02	06:59:00	obsr130801	S41543738	Traveling	P22	EBIRD	34	1.062		2	1	G2836752	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563268810	2018-01-03 23:03:31.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			3				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2018-01-02	15:21:00	obsr130801	S41561759	Traveling	P22	EBIRD	15	0.692		2	1	G2836808	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563758483	2018-01-03 23:02:21.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			10				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Teague Dairy Road, Montgomery, Alabama, US (32.259, -86.308)	L6656464	P	32.2587204	-86.3082924	2018-01-02	14:43:00	obsr665305	S41604178	Traveling	P22	EBIRD	6	0.612		2	1	G2836803	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563269017	2018-01-03 23:03:20.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Fischer Rd	L6652815	P	32.2619956	-86.3541642	2018-01-02	15:11:00	obsr130801	S41561775	Traveling	P22	EBIRD	5	0.692		2	1	G2836807	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS567810779	2018-01-15 14:35:03.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Maxwell AFB, Montgomery US-AL (32.3761,-86.3439)	L6722949	P	32.376149	-86.343919	2018-01-15	13:22:00	obsr1002010	S41937099	Traveling	P22	EBIRD	12	7.803		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563758647	2018-01-03 23:03:20.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Fischer Rd	L6652815	P	32.2619956	-86.3541642	2018-01-02	15:11:00	obsr665305	S41604194	Traveling	P22	EBIRD	5	0.692		2	1	G2836807	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS571304145	2018-01-30 13:00:46.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			stakeout Tundra Swan, Pike Rd. (2018)	L6769689	H	32.262883	-86.081086	2018-01-26	07:39:00	obsr136097	S42251701	Stationary	P21	EBIRD	5			1	1		0	1	0		31 F		
URN:CornellLabOfOrnithology:EBIRD:OBS563337282	2018-01-03 16:14:41.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			4				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Maxwell AFB, Ala	L6657502	P	32.3849212	-86.3452243	2018-01-02	08:50:00	obsr670353	S41567802	Traveling	P22	EBIRD	269	17.236		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570795961	2018-01-24 15:48:32.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			6				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2767–3095 Flowers Rd, Mathews US-AL (32.2558,-86.0013)	L6770998	P	32.255774	-86.001265	2018-01-24	14:22:00	obsr665305	S42208558	Traveling	P22	EBIRD	8	2.228		1	1		0	1	0		Driving and pausing 		
URN:CornellLabOfOrnithology:EBIRD:OBS563270281	2018-01-02 17:01:34.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			5113 Norman Bridge Road, Montgomery, Alabama, US (32.288, -86.307)	L6656474	P	32.2878	-86.3071131	2018-01-02	14:27:00	obsr130801	S41561888	Stationary	P21	EBIRD	2			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563253804	2018-01-02 16:22:47.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			9				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3818-4200 Washington Ferry Road, Montgomery, Alabama, US (32.393, -86.389)	L6656182	P	32.3929102	-86.3889303	2018-01-02	13:38:00	obsr670353	S41560404	Traveling	P22	EBIRD	104	5.761		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563758704	2018-01-03 23:03:32.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			3				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2018-01-02	15:21:00	obsr665305	S41604198	Traveling	P22	EBIRD	15	0.692		2	1	G2836808	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563849170	2018-01-04 10:22:52.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			4				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2018-01-04	09:00:00	obsr345677	S41611796	Traveling	P22	EBIRD	22	1.047		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563269670	2018-01-03 23:02:21.0	29984.32	species	Savannah Sparrow	Passerculus sandwichensis			10				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Teague Dairy Road, Montgomery, Alabama, US (32.259, -86.308)	L6656464	P	32.2587204	-86.3082924	2018-01-02	14:43:00	obsr130801	S41561832	Traveling	P22	EBIRD	6	0.612		2	1	G2836803	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS566017454	2018-01-10 12:49:51.0	254	species	Snow Goose	Anser caerulescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Pond across from Hyundai	L6697468	P	32.2771551	-86.3337851	2018-01-04	11:05:00	obsr231506	S41794846	Stationary	P21	EBIRD	5			1	1		0	1	0			Blue goose	
URN:CornellLabOfOrnithology:EBIRD:OBS563269479	2018-01-02 22:08:13.0	29984.39	species	Song Sparrow	Melospiza melodia			4				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery - Jackson Ferry Road	L1057070	P	32.4228988	-86.3043022	2018-01-02	15:37:00	obsr35725	S41561819	Traveling	P22	EBIRD	20	0.402		3	1	G2833084	0	1	0		Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.		
URN:CornellLabOfOrnithology:EBIRD:OBS563085716	2018-01-02 09:30:05.0	29984.39	species	Song Sparrow	Melospiza melodia			6				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Powder Magazine Park	L662313	H	32.3819367	-86.3316554	2018-01-02	07:18:00	obsr670353	S41545128	Traveling	P22	EBIRD	71	3.042		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563302723	2018-01-02 18:14:03.0	29984.39	species	Song Sparrow	Melospiza melodia			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery, Alabama, US (32.389, -86.289)	L6657002	P	32.3889823	-86.2889358	2018-01-02	16:03:00	obsr670353	S41564920	Traveling	P22	EBIRD	69	4.603		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS571304143	2018-01-30 13:00:46.0	29984.39	species	Song Sparrow	Melospiza melodia			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			stakeout Tundra Swan, Pike Rd. (2018)	L6769689	H	32.262883	-86.081086	2018-01-26	07:39:00	obsr136097	S42251701	Stationary	P21	EBIRD	5			1	1		0	1	0		31 F		
URN:CornellLabOfOrnithology:EBIRD:OBS563337299	2018-01-03 16:14:41.0	29984.39	species	Song Sparrow	Melospiza melodia			3				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Maxwell AFB, Ala	L6657502	P	32.3849212	-86.3452243	2018-01-02	08:50:00	obsr670353	S41567802	Traveling	P22	EBIRD	269	17.236		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS567949657	2018-01-15 19:53:01.0	29984.39	species	Song Sparrow	Melospiza melodia			3				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Ramer, Alabama	L5830207	P	32.054564	-86.219386	2018-01-15	10:32:00	obsr688433	S41948829	Stationary	P21	EBIRD	40			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563461798	2018-01-03 08:33:23.0	29984.39	species	Song Sparrow	Melospiza melodia			4				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery - Jackson Ferry Road	L1057070	P	32.4228988	-86.3043022	2018-01-02	15:37:00	obsr228192	S41578271	Traveling	P22	EBIRD	20	0.402		3	1	G2833084	0	1	0		Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.		
URN:CornellLabOfOrnithology:EBIRD:OBS563111037	2018-01-06 18:32:03.0	29984.39	species	Song Sparrow	Melospiza melodia			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)	L6653584	P	32.3110495	-86.2963573	2018-01-02	08:54:00	obsr130801	S41547367	Traveling	P22	EBIRD	39	1.448		2	1	G2836769	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563757150	2018-01-06 18:32:03.0	29984.39	species	Song Sparrow	Melospiza melodia			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)	L6653584	P	32.3110495	-86.2963573	2018-01-02	08:54:00	obsr665305	S41604043	Traveling	P22	EBIRD	39	1.448		2	1	G2836769	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563253797	2018-01-02 16:22:47.0	29984.39	species	Song Sparrow	Melospiza melodia			8				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3818-4200 Washington Ferry Road, Montgomery, Alabama, US (32.393, -86.389)	L6656182	P	32.3929102	-86.3889303	2018-01-02	13:38:00	obsr670353	S41560404	Traveling	P22	EBIRD	104	5.761		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563849168	2018-01-04 10:22:52.0	29984.39	species	Song Sparrow	Melospiza melodia			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2018-01-04	09:00:00	obsr345677	S41611796	Traveling	P22	EBIRD	22	1.047		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563383227	2018-01-02 22:08:13.0	29984.39	species	Song Sparrow	Melospiza melodia			4				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery - Jackson Ferry Road	L1057070	P	32.4228988	-86.3043022	2018-01-02	15:37:00	obsr136097	S41571407	Traveling	P22	EBIRD	20	0.402		3	1	G2833084	0	1	0		Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.		
URN:CornellLabOfOrnithology:EBIRD:OBS571610555	2018-01-27 15:19:02.0	29984.39	species	Song Sparrow	Melospiza melodia			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Waugh Park	L2063613	H	32.35617	-86.0475	2018-01-27	10:52:00	obsr35725	S42276380	Traveling	P22	EBIRD	41	0.483		1	1		0	1	0		Weather overcast with periods of very light rain; temp 60 F. Walked paved quarter mile trail loop within perimeter of park twice noting all birds detected. Large chorus of Pseudacris feriarum calling from shallow pool in adjacent forested wetland.		
URN:CornellLabOfOrnithology:EBIRD:OBS570795960	2018-01-24 15:48:32.0	29986	spuh	sparrow sp.	Passerellidae sp. (sparrow sp.)			6				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2767–3095 Flowers Rd, Mathews US-AL (32.2558,-86.0013)	L6770998	P	32.255774	-86.001265	2018-01-24	14:22:00	obsr665305	S42208558	Traveling	P22	EBIRD	8	2.228		1	1		0	1	0		Driving and pausing 		
URN:CornellLabOfOrnithology:EBIRD:OBS563337286	2018-01-03 16:14:41.0	29986	spuh	sparrow sp.	Passerellidae sp. (sparrow sp.)			4				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Maxwell AFB, Ala	L6657502	P	32.3849212	-86.3452243	2018-01-02	08:50:00	obsr670353	S41567802	Traveling	P22	EBIRD	269	17.236		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS569925967	2018-01-22 10:36:23.0	4139.02	species	Spotted Sandpiper	Actitis macularius			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1 Bridge St, Pike Road US-AL (32.3468,-86.0327)	L6759321	P	32.346813	-86.032711	2018-01-21	15:17:00	obsr665305	S42135877	Traveling	P22	EBIRD	40	5.504		2	1		0	1	1			Non- breeding plumage 	
URN:CornellLabOfOrnithology:EBIRD:OBS563085713	2018-01-02 09:30:05.0	29984.5	species	Swamp Sparrow	Melospiza georgiana			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Powder Magazine Park	L662313	H	32.3819367	-86.3316554	2018-01-02	07:18:00	obsr670353	S41545128	Traveling	P22	EBIRD	71	3.042		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563063162	2018-01-03 22:52:27.0	29984.5	species	Swamp Sparrow	Melospiza georgiana			3				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Fischer Rd	L6652815	P	32.2619956	-86.3541642	2018-01-02	06:38:00	obsr130801	S41543067	Traveling	P22	EBIRD	21	1.609		2	1	G2836750	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563756196	2018-01-03 22:52:27.0	29984.5	species	Swamp Sparrow	Melospiza georgiana			3				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Fischer Rd	L6652815	P	32.2619956	-86.3541642	2018-01-02	06:38:00	obsr665305	S41603953	Traveling	P22	EBIRD	21	1.609		2	1	G2836750	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563269480	2018-01-02 22:08:13.0	29984.5	species	Swamp Sparrow	Melospiza georgiana			3				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery - Jackson Ferry Road	L1057070	P	32.4228988	-86.3043022	2018-01-02	15:37:00	obsr35725	S41561819	Traveling	P22	EBIRD	20	0.402		3	1	G2833084	0	1	0		Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.		
URN:CornellLabOfOrnithology:EBIRD:OBS563337305	2018-01-03 16:14:41.0	29984.5	species	Swamp Sparrow	Melospiza georgiana			4				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Maxwell AFB, Ala	L6657502	P	32.3849212	-86.3452243	2018-01-02	08:50:00	obsr670353	S41567802	Traveling	P22	EBIRD	269	17.236		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563383228	2018-01-02 22:08:13.0	29984.5	species	Swamp Sparrow	Melospiza georgiana			3				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery - Jackson Ferry Road	L1057070	P	32.4228988	-86.3043022	2018-01-02	15:37:00	obsr136097	S41571407	Traveling	P22	EBIRD	20	0.402		3	1	G2833084	0	1	0		Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.		
URN:CornellLabOfOrnithology:EBIRD:OBS563461799	2018-01-03 08:33:23.0	29984.5	species	Swamp Sparrow	Melospiza georgiana			3				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery - Jackson Ferry Road	L1057070	P	32.4228988	-86.3043022	2018-01-02	15:37:00	obsr228192	S41578271	Traveling	P22	EBIRD	20	0.402		3	1	G2833084	0	1	0		Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.		
URN:CornellLabOfOrnithology:EBIRD:OBS563111025	2018-01-06 18:32:03.0	29984.5	species	Swamp Sparrow	Melospiza georgiana			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)	L6653584	P	32.3110495	-86.2963573	2018-01-02	08:54:00	obsr130801	S41547367	Traveling	P22	EBIRD	39	1.448		2	1	G2836769	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563757138	2018-01-06 18:32:03.0	29984.5	species	Swamp Sparrow	Melospiza georgiana			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)	L6653584	P	32.3110495	-86.2963573	2018-01-02	08:54:00	obsr665305	S41604043	Traveling	P22	EBIRD	39	1.448		2	1	G2836769	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS568540417	2018-01-20 18:48:56.0	19972	species	Tree Swallow	Tachycineta bicolor			3				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Entrance Ponds	L4015014	H	32.3362785	-86.0345364	2018-01-17	15:36:00	obsr35725	S42007257	Stationary	P21	EBIRD	11			1	1		0	1	1		Weather sunny and cold with a moderate NW wind over a snowy landscape; temp 29 F. Stopped along road noting all birds detected. With Ethan Soehren.	Actively foraging over lake. White belly and solid dark dorsum and mostly squared tail. Lighting made discerning dorsal color difficult but overall shape and flight pattern fit.	
URN:CornellLabOfOrnithology:EBIRD:OBS563337293	2018-01-03 16:14:41.0	20484	species	Tufted Titmouse	Baeolophus bicolor			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Maxwell AFB, Ala	L6657502	P	32.3849212	-86.3452243	2018-01-02	08:50:00	obsr670353	S41567802	Traveling	P22	EBIRD	269	17.236		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563085715	2018-01-02 09:30:05.0	20484	species	Tufted Titmouse	Baeolophus bicolor			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Powder Magazine Park	L662313	H	32.3819367	-86.3316554	2018-01-02	07:18:00	obsr670353	S41545128	Traveling	P22	EBIRD	71	3.042		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS567597099	2018-01-14 22:07:54.0	20484	species	Tufted Titmouse	Baeolophus bicolor			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2018-01-14	14:35:00	obsr940190	S41920236	Stationary	P21	EBIRD	45			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS569612115	2018-01-20 21:34:59.0	20484	species	Tufted Titmouse	Baeolophus bicolor			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2018-01-18	13:30:00	obsr940190	S42111395	Stationary	P21	EBIRD	30			13	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS565883204	2018-01-09 20:29:04.0	20484	species	Tufted Titmouse	Baeolophus bicolor			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2018-01-09	09:05:00	obsr940190	S41783254	Stationary	P21	EBIRD	40			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS569613496	2018-01-20 21:40:03.0	20484	species	Tufted Titmouse	Baeolophus bicolor			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2018-01-20	11:05:00	obsr940190	S42111508	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS573616611	2018-05-01 13:28:08.0	20484	species	Tufted Titmouse	Baeolophus bicolor			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Pelzer AVE	L6811785	P	32.389025	-86.2544239	2018-01-30	09:00:00	obsr1013387	S42440448	Stationary	P21	EBIRD	420			1	1		0	1	0		Back Yard Feeder		
URN:CornellLabOfOrnithology:EBIRD:OBS563253801	2018-01-02 16:22:47.0	20484	species	Tufted Titmouse	Baeolophus bicolor			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3818-4200 Washington Ferry Road, Montgomery, Alabama, US (32.393, -86.389)	L6656182	P	32.3929102	-86.3889303	2018-01-02	13:38:00	obsr670353	S41560404	Traveling	P22	EBIRD	104	5.761		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570702321	2018-01-25 18:40:46.0	20484	species	Tufted Titmouse	Baeolophus bicolor			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			stakeout Tundra Swan, Pike Rd. (2018)	L6769689	H	32.262883	-86.081086	2018-01-24	08:10:00	obsr35725	S42198226	Stationary	P21	EBIRD	23			2	1	G2891508	0	1	0		Weather sunny with some thin high cirrus clouds and cold; temp 37 F. Follow up of reported TUSW noting all birds detected during visit.		
URN:CornellLabOfOrnithology:EBIRD:OBS563075358	2018-01-03 22:54:31.0	20484	species	Tufted Titmouse	Baeolophus bicolor			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2018-01-02	07:40:00	obsr130801	S41544185	Traveling	P22	EBIRD	14	1.191		2	1	G2836757	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570751841	2018-01-25 18:40:46.0	20484	species	Tufted Titmouse	Baeolophus bicolor			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			stakeout Tundra Swan, Pike Rd. (2018)	L6769689	H	32.262883	-86.081086	2018-01-24	08:10:00	obsr231506	S42204338	Stationary	P21	EBIRD	23			2	1	G2891508	0	1	0		Weather sunny with some thin high cirrus clouds and cold; temp 37 F. Follow up of reported TUSW noting all birds detected during visit.		
URN:CornellLabOfOrnithology:EBIRD:OBS565787276	2018-01-09 15:07:07.0	20484	species	Tufted Titmouse	Baeolophus bicolor			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			7290–7420 Trotman Dr, Montgomery US-AL (32.2595,-86.1669)	L6693918	P	32.259476	-86.166854	2018-01-09	13:55:00	obsr665305	S41774971	Traveling	P22	EBIRD	11	2.301		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563756539	2018-01-03 22:54:31.0	20484	species	Tufted Titmouse	Baeolophus bicolor			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2018-01-02	07:40:00	obsr665305	S41603994	Traveling	P22	EBIRD	14	1.191		2	1	G2836757	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS566343991	2018-01-11 13:40:10.0	20484	species	Tufted Titmouse	Baeolophus bicolor			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			US-AL-Pike Road-36064 - 32.3376x-85.9999	L5804136	P	32.337622	-85.99994	2018-01-11	12:21:00	obsr231506	S41821507	Traveling	P22	EBIRD	19	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563111017	2018-01-06 18:32:03.0	20484	species	Tufted Titmouse	Baeolophus bicolor			5				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)	L6653584	P	32.3110495	-86.2963573	2018-01-02	08:54:00	obsr130801	S41547367	Traveling	P22	EBIRD	39	1.448		2	1	G2836769	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563757130	2018-01-06 18:32:03.0	20484	species	Tufted Titmouse	Baeolophus bicolor			5				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)	L6653584	P	32.3110495	-86.2963573	2018-01-02	08:54:00	obsr665305	S41604043	Traveling	P22	EBIRD	39	1.448		2	1	G2836769	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS567949654	2018-01-15 19:53:01.0	20484	species	Tufted Titmouse	Baeolophus bicolor			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Ramer, Alabama	L5830207	P	32.054564	-86.219386	2018-01-15	10:32:00	obsr688433	S41948829	Stationary	P21	EBIRD	40			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS571610549	2018-01-27 15:19:02.0	20484	species	Tufted Titmouse	Baeolophus bicolor			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Waugh Park	L2063613	H	32.35617	-86.0475	2018-01-27	10:52:00	obsr35725	S42276380	Traveling	P22	EBIRD	41	0.483		1	1		0	1	0		Weather overcast with periods of very light rain; temp 60 F. Walked paved quarter mile trail loop within perimeter of park twice noting all birds detected. Large chorus of Pseudacris feriarum calling from shallow pool in adjacent forested wetland.		
